Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],O3[V],NO2[ppb],NO2[V],Pressure[Pa],Latitude[deg],Longitude[deg],Altitude[m]
07/24/2020 00:33:44,22.56,63.56,2.8,3.8,3.9,40.40,1.426956,98.34,1.417260,100012.3,---,---,---
07/24/2020 00:34:44,22.52,63.62,2.8,3.8,3.9,38.41,1.426996,101.20,1.417235,100013.5,---,---,---
07/24/2020 00:35:45,22.48,63.76,2.8,3.9,4.0,38.03,1.427002,99.97,1.417243,100013.9,---,---,---
07/24/2020 00:36:44,22.47,63.73,2.9,4.1,4.2,37.89,1.427004,95.76,1.417275,100009.7,---,---,---
07/24/2020 00:37:44,22.45,63.94,2.9,4.2,4.4,38.00,1.427000,96.55,1.417267,100009.2,---,---,---
07/24/2020 00:38:44,22.44,63.94,2.9,4.3,4.6,38.47,1.426989,97.68,1.417258,100006.4,---,---,---
07/24/2020 00:39:44,22.42,64.00,3.0,4.4,4.8,39.61,1.426964,94.97,1.417278,100008.9,---,---,---
07/24/2020 00:40:44,22.40,64.08,2.8,4.3,4.7,39.33,1.426968,97.71,1.417255,100007.2,---,---,---
07/24/2020 00:41:44,22.37,64.11,2.8,4.2,4.6,40.20,1.426947,94.49,1.417278,100005.2,---,---,---
07/24/2020 00:42:44,22.38,64.11,2.7,4.1,4.4,38.58,1.426983,92.99,1.417290,100007.3,---,---,---
07/24/2020 00:43:44,22.39,64.02,2.7,4.1,4.3,39.02,1.426974,93.79,1.417285,100011.8,---,---,---
07/24/2020 00:44:44,22.37,64.08,2.6,4.1,4.3,38.49,1.426984,97.38,1.417256,100014.2,---,---,---
07/24/2020 00:45:44,22.33,64.11,2.8,4.2,4.4,38.53,1.426981,97.50,1.417253,100020.4,---,---,---
07/24/2020 00:46:45,22.31,64.34,2.7,4.2,4.4,36.43,1.427024,100.80,1.417226,100022.7,---,---,---
07/24/2020 00:47:44,22.30,64.37,2.7,4.1,4.4,37.16,1.427008,101.19,1.417223,100019.0,---,---,---
07/24/2020 00:48:44,22.32,64.46,2.7,4.1,4.3,36.15,1.427031,102.81,1.417211,100025.6,---,---,---
07/24/2020 00:49:44,22.33,64.34,2.7,4.1,4.3,35.80,1.427040,103.36,1.417208,100023.5,---,---,---
07/24/2020 00:50:44,22.33,64.28,2.7,4.2,4.3,35.56,1.427045,100.39,1.417231,100026.1,---,---,---
07/24/2020 00:51:44,22.33,64.31,2.9,4.3,4.5,36.20,1.427031,103.17,1.417209,100028.4,---,---,---
07/24/2020 00:52:44,22.33,64.28,3.1,4.5,4.7,36.21,1.427031,104.78,1.417197,100024.5,---,---,---
07/24/2020 00:53:44,22.36,64.28,3.2,4.6,4.7,37.74,1.426999,101.31,1.417225,100025.1,---,---,---
07/24/2020 00:54:44,22.34,64.17,3.3,4.8,4.9,38.28,1.426987,98.80,1.417244,100025.5,---,---,---
07/24/2020 00:55:44,22.31,64.26,3.3,4.8,4.9,37.57,1.427000,97.63,1.417251,100022.8,---,---,---
07/24/2020 00:56:44,22.29,64.40,3.3,4.8,4.8,37.73,1.426995,92.92,1.417286,100027.5,---,---,---
07/24/2020 00:57:45,22.28,64.43,3.1,4.6,4.7,38.44,1.426979,95.88,1.417262,100027.1,---,---,---
07/24/2020 00:58:44,22.27,64.46,3.1,4.7,4.8,38.93,1.426968,98.48,1.417242,100032.1,---,---,---
07/24/2020 00:59:44,22.23,64.54,3.2,4.7,4.9,38.99,1.426964,95.86,1.417259,100030.6,---,---,---
07/24/2020 01:00:44,22.19,64.63,3.1,4.6,4.8,40.29,1.426934,99.42,1.417230,100034.7,---,---,---
07/24/2020 01:01:44,22.16,64.78,3.1,4.5,4.7,40.81,1.426920,103.20,1.417199,100038.0,---,---,---
07/24/2020 01:02:44,22.17,64.78,3.2,4.6,4.8,40.91,1.426919,100.01,1.417224,100036.8,---,---,---
07/24/2020 01:03:44,22.18,64.83,3.3,4.7,4.9,41.00,1.426918,98.86,1.417234,100035.1,---,---,---
07/24/2020 01:04:44,22.16,64.72,3.3,4.7,4.8,40.78,1.426921,102.10,1.417207,100037.9,---,---,---
07/24/2020 01:05:44,22.13,64.78,3.4,4.8,4.9,39.96,1.426936,100.27,1.417220,100039.7,---,---,---
07/24/2020 01:06:44,22.12,64.83,3.4,4.9,5.1,38.94,1.426957,99.77,1.417223,100042.1,---,---,---
07/24/2020 01:07:44,22.10,64.81,3.4,4.8,5.0,37.82,1.426980,96.63,1.417246,100042.4,---,---,---
07/24/2020 01:08:45,22.11,64.81,3.3,4.7,5.0,37.37,1.426990,96.78,1.417245,100041.4,---,---,---
07/24/2020 01:09:44,22.13,64.75,3.1,4.6,4.8,37.10,1.426998,98.08,1.417237,100039.9,---,---,---
07/24/2020 01:10:44,22.14,64.66,3.2,4.6,4.9,37.29,1.426994,100.89,1.417215,100041.3,---,---,---
07/24/2020 01:11:44,22.14,64.57,3.2,4.6,5.0,38.35,1.426972,99.91,1.417223,100037.5,---,---,---
07/24/2020 01:12:44,22.15,64.60,3.3,4.7,5.2,38.86,1.426961,103.99,1.417192,100035.5,---,---,---
07/24/2020 01:13:44,22.15,64.46,3.4,4.8,5.3,38.74,1.426964,105.01,1.417184,100042.1,---,---,---
07/24/2020 01:14:44,22.12,64.57,3.4,4.9,5.5,37.99,1.426978,102.94,1.417198,100041.2,---,---,---
07/24/2020 01:15:44,22.10,64.51,3.4,4.8,5.3,38.20,1.426972,102.03,1.417204,100039.7,---,---,---
07/24/2020 01:16:44,22.09,64.57,3.3,4.7,5.1,37.78,1.426980,101.49,1.417208,100042.1,---,---,---
07/24/2020 01:17:44,22.08,64.54,3.2,4.6,4.9,38.12,1.426972,104.07,1.417187,100041.9,---,---,---
07/24/2020 01:18:44,22.07,64.37,3.2,4.6,4.8,37.07,1.426994,105.25,1.417177,100037.4,---,---,---
07/24/2020 01:19:45,22.07,64.51,3.2,4.6,4.6,38.98,1.426953,104.75,1.417181,100039.3,---,---,---
07/24/2020 01:20:44,22.04,64.48,3.1,4.4,4.5,38.95,1.426952,102.89,1.417194,100042.5,---,---,---
07/24/2020 01:21:44,22.02,64.42,3.0,4.5,4.6,38.20,1.426967,104.41,1.417181,100043.8,---,---,---
07/24/2020 01:22:44,22.04,64.39,3.0,4.5,4.8,39.34,1.426944,101.83,1.417202,100044.4,---,---,---
07/24/2020 01:23:44,22.05,64.48,2.9,4.4,4.7,40.76,1.426914,100.70,1.417212,100046.0,---,---,---
07/24/2020 01:24:44,22.03,64.42,2.8,4.3,4.7,39.58,1.426938,101.33,1.417206,100056.5,---,---,---
07/24/2020 01:25:44,22.01,64.45,2.9,4.4,4.8,39.88,1.426930,99.18,1.417221,100053.1,---,---,---
07/24/2020 01:26:44,21.99,64.48,2.8,4.3,4.5,40.34,1.426919,99.19,1.417220,100052.9,---,---,---
07/24/2020 01:27:44,21.97,64.39,2.8,4.3,4.5,38.90,1.426948,102.90,1.417190,100050.7,---,---,---
07/24/2020 01:28:44,21.96,64.48,2.9,4.4,4.6,38.59,1.426954,101.35,1.417201,100049.2,---,---,---
07/24/2020 01:29:44,21.96,64.45,3.1,4.5,4.7,39.04,1.426944,100.42,1.417208,100048.7,---,---,---
07/24/2020 01:30:45,21.95,64.45,3.1,4.6,4.8,38.93,1.426946,101.57,1.417199,100042.1,---,---,---
07/24/2020 01:31:44,21.94,64.54,3.1,4.7,5.0,38.96,1.426944,99.64,1.417213,100042.9,---,---,---
07/24/2020 01:32:44,21.96,64.37,3.1,4.6,4.9,39.48,1.426935,96.63,1.417238,100039.0,---,---,---
07/24/2020 01:33:44,21.99,64.27,3.0,4.5,4.8,38.49,1.426958,97.58,1.417232,100036.9,---,---,---
07/24/2020 01:34:44,21.97,64.30,3.0,4.5,4.8,38.81,1.426950,95.98,1.417243,100040.6,---,---,---
07/24/2020 01:35:44,21.95,64.24,3.1,4.4,4.7,39.55,1.426933,97.38,1.417231,100035.3,---,---,---
07/24/2020 01:36:44,21.94,64.19,3.3,4.5,4.8,41.59,1.426888,98.84,1.417219,100037.6,---,---,---
07/24/2020 01:37:44,21.93,63.92,3.5,4.5,4.8,42.21,1.426874,102.07,1.417194,100035.4,---,---,---
07/24/2020 01:38:44,21.92,63.81,3.7,4.8,5.0,43.01,1.426856,104.82,1.417172,100035.0,---,---,---
07/24/2020 01:39:44,21.92,63.98,4.0,5.1,5.3,42.14,1.426875,107.81,1.417149,100040.2,---,---,---
07/24/2020 01:40:44,21.89,63.87,4.1,5.2,5.5,39.93,1.426921,105.01,1.417169,100044.3,---,---,---
07/24/2020 01:41:45,21.90,63.78,4.3,5.4,5.7,38.75,1.426947,105.29,1.417168,100041.1,---,---,---
07/24/2020 01:42:44,21.93,63.73,4.4,5.7,6.0,37.71,1.426971,103.14,1.417185,100038.9,---,---,---
07/24/2020 01:43:44,21.97,63.63,4.4,5.7,6.1,38.29,1.426961,99.55,1.417216,100039.3,---,---,---
07/24/2020 01:44:44,21.97,63.54,4.4,5.8,6.1,39.16,1.426942,96.44,1.417240,100038.1,---,---,---
07/24/2020 01:45:44,21.95,63.73,4.9,6.3,6.5,40.90,1.426904,100.61,1.417206,100038.6,---,---,---
07/24/2020 01:46:44,21.93,63.46,4.9,6.4,6.5,39.17,1.426939,100.34,1.417207,100038.1,---,---,---
07/24/2020 01:47:44,21.92,63.73,5.2,6.6,6.7,39.62,1.426929,101.98,1.417194,100036.9,---,---,---
07/24/2020 01:48:44,21.92,63.49,5.4,6.6,6.8,40.64,1.426907,102.74,1.417188,100037.4,---,---,---
07/24/2020 01:49:44,21.90,63.73,5.4,6.7,6.8,40.27,1.426914,106.35,1.417159,100033.1,---,---,---
07/24/2020 01:50:44,21.88,63.98,5.3,6.7,6.9,40.35,1.426911,105.71,1.417163,100035.7,---,---,---
07/24/2020 01:51:44,21.88,63.81,5.5,7.0,7.3,42.81,1.426858,103.57,1.417180,100035.7,---,---,---
07/24/2020 01:52:45,21.92,63.63,5.5,6.9,7.3,43.07,1.426855,103.32,1.417184,100034.7,---,---,---
07/24/2020 01:53:44,21.95,63.52,5.5,7.2,7.5,42.06,1.426879,107.72,1.417152,100034.9,---,---,---
07/24/2020 01:54:44,21.95,63.49,5.7,7.4,7.7,42.24,1.426875,106.96,1.417157,100033.3,---,---,---
07/24/2020 01:55:44,21.93,63.57,5.7,7.2,7.5,42.11,1.426876,105.70,1.417166,100033.9,---,---,---
07/24/2020 01:56:44,21.90,63.43,5.4,6.8,7.0,41.82,1.426881,107.48,1.417151,100036.2,---,---,---
07/24/2020 01:57:44,21.90,63.52,5.4,7.1,7.3,42.12,1.426875,108.37,1.417144,100038.7,---,---,---
07/24/2020 01:58:44,21.90,63.66,5.6,7.2,7.5,42.29,1.426871,104.45,1.417174,100038.2,---,---,---
07/24/2020 01:59:44,21.89,63.57,5.7,7.2,7.5,42.24,1.426871,104.44,1.417174,100037.3,---,---,---
07/24/2020 02:00:44,21.88,63.60,5.8,7.5,7.8,42.84,1.426858,106.66,1.417156,100038.8,---,---,---
07/24/2020 02:01:44,21.88,63.46,5.9,7.6,7.9,42.06,1.426874,103.09,1.417183,100038.6,---,---,---
07/24/2020 02:02:44,21.90,63.43,5.9,7.3,7.6,41.24,1.426893,101.79,1.417195,100043.5,---,---,---
07/24/2020 02:03:45,21.94,63.37,5.9,7.4,7.6,41.62,1.426888,101.65,1.417198,100040.9,---,---,---
07/24/2020 02:04:44,21.92,63.22,5.8,7.3,7.5,40.93,1.426901,101.16,1.417200,100041.3,---,---,---
07/24/2020 02:05:44,21.90,63.49,6.0,7.4,7.6,40.02,1.426920,99.05,1.417216,100046.5,---,---,---
07/24/2020 02:06:44,21.89,63.37,6.1,7.6,7.9,41.33,1.426891,100.49,1.417204,100041.4,---,---,---
07/24/2020 02:07:44,21.88,63.40,6.1,7.5,7.9,41.37,1.426889,101.30,1.417197,100046.2,---,---,---
07/24/2020 02:08:44,21.87,63.43,6.1,7.5,7.9,41.20,1.426892,104.85,1.417169,100047.1,---,---,---
07/24/2020 02:09:44,21.87,63.51,5.9,7.3,7.6,40.68,1.426903,105.59,1.417163,100043.5,---,---,---
07/24/2020 02:10:44,21.86,63.46,5.5,6.8,7.1,40.74,1.426901,110.22,1.417127,100044.6,---,---,---
07/24/2020 02:11:44,21.86,63.63,5.1,6.5,6.7,38.84,1.426942,114.71,1.417093,100045.3,---,---,---
07/24/2020 02:12:44,21.88,63.48,4.8,6.2,6.4,38.86,1.426943,114.13,1.417098,100043.2,---,---,---
07/24/2020 02:13:44,21.90,63.28,4.3,5.7,5.9,39.36,1.426934,114.09,1.417100,100039.4,---,---,---
07/24/2020 02:14:45,21.89,63.25,3.9,5.4,5.6,41.67,1.426883,111.59,1.417119,100040.1,---,---,---
07/24/2020 02:15:44,21.88,63.25,3.6,5.1,5.4,42.15,1.426872,105.88,1.417162,100039.3,---,---,---
07/24/2020 02:16:44,21.86,63.11,3.3,4.6,5.0,42.80,1.426857,104.76,1.417169,100038.2,---,---,---
07/24/2020 02:17:44,21.85,63.13,3.0,4.3,4.6,43.00,1.426852,100.57,1.417201,100037.8,---,---,---
07/24/2020 02:18:44,21.85,63.25,2.8,4.1,4.3,42.22,1.426869,96.90,1.417229,100039.0,---,---,---
07/24/2020 02:19:44,21.84,63.25,2.7,4.0,4.2,40.59,1.426903,97.66,1.417223,100042.3,---,---,---
07/24/2020 02:20:44,21.83,63.31,2.7,3.9,4.1,38.56,1.426946,98.05,1.417219,100037.3,---,---,---
07/24/2020 02:21:44,21.83,63.25,2.7,4.0,4.1,37.50,1.426968,96.25,1.417233,100040.3,---,---,---
07/24/2020 02:22:44,21.85,63.25,2.7,4.0,4.2,37.20,1.426976,99.16,1.417212,100039.3,---,---,---
07/24/2020 02:23:44,21.90,62.87,2.7,4.0,4.3,36.78,1.426989,101.35,1.417198,100037.2,---,---,---
07/24/2020 02:24:44,21.93,62.93,2.6,4.1,4.3,38.00,1.426964,102.76,1.417188,100045.7,---,---,---
07/24/2020 02:25:45,21.90,62.96,2.6,4.1,4.4,39.46,1.426932,100.42,1.417205,100046.3,---,---,---
07/24/2020 02:26:44,21.88,63.11,2.7,4.1,4.4,41.38,1.426889,99.77,1.417209,100045.8,---,---,---
07/24/2020 02:27:44,21.86,63.22,2.6,4.0,4.4,42.52,1.426863,100.50,1.417202,100044.6,---,---,---
07/24/2020 02:28:44,21.85,63.28,2.6,3.8,4.1,45.59,1.426797,98.60,1.417216,100040.1,---,---,---
07/24/2020 02:29:44,21.85,63.25,2.5,3.7,4.0,45.45,1.426800,98.38,1.417218,100042.6,---,---,---
07/24/2020 02:30:44,21.88,63.08,2.5,3.6,3.9,45.59,1.426799,102.12,1.417191,100043.3,---,---,---
07/24/2020 02:31:44,21.89,62.87,2.3,3.5,3.7,43.40,1.426846,104.04,1.417177,100040.6,---,---,---
07/24/2020 02:32:44,21.93,62.67,2.3,3.4,3.6,42.25,1.426873,105.71,1.417166,100041.7,---,---,---
07/24/2020 02:33:44,21.93,62.99,2.4,3.5,3.8,40.12,1.426919,105.93,1.417164,100045.0,---,---,---
07/24/2020 02:34:44,21.89,62.85,2.6,3.8,3.9,38.90,1.426943,108.20,1.417145,100043.7,---,---,---
07/24/2020 02:35:44,21.87,62.81,3.0,4.2,4.3,38.55,1.426949,104.57,1.417171,100048.7,---,---,---
07/24/2020 02:36:45,21.85,62.84,3.6,4.9,5.1,40.44,1.426907,102.67,1.417185,100046.2,---,---,---
07/24/2020 02:37:44,21.83,62.87,4.1,5.4,5.6,40.91,1.426895,100.02,1.417204,100052.0,---,---,---
07/24/2020 02:38:44,21.82,62.95,4.3,5.8,6.0,40.49,1.426904,103.63,1.417175,100056.4,---,---,---
07/24/2020 02:39:44,21.81,62.98,4.4,5.9,6.2,40.13,1.426911,98.40,1.417215,100054.0,---,---,---
07/24/2020 02:40:44,21.81,63.11,4.6,6.0,6.3,40.05,1.426912,101.63,1.417190,100053.8,---,---,---
07/24/2020 02:41:44,21.80,62.98,4.4,5.9,6.2,40.38,1.426904,103.40,1.417176,100053.5,---,---,---
07/24/2020 02:42:44,21.81,62.93,4.4,5.8,6.1,39.99,1.426914,103.21,1.417178,100056.0,---,---,---
07/24/2020 02:43:44,21.83,62.63,4.4,5.8,6.1,39.74,1.426920,98.95,1.417212,100058.5,---,---,---
07/24/2020 02:44:44,21.82,62.79,4.2,5.7,5.9,40.62,1.426901,98.63,1.417214,100061.9,---,---,---
07/24/2020 02:45:44,21.80,62.90,4.1,5.5,5.7,41.38,1.426883,100.27,1.417200,100059.6,---,---,---
07/24/2020 02:46:44,21.79,62.95,4.2,5.5,5.7,40.28,1.426906,100.90,1.417195,100060.7,---,---,---
07/24/2020 02:47:45,21.77,62.90,4.3,5.5,5.6,40.73,1.426895,103.35,1.417174,100058.9,---,---,---
07/24/2020 02:48:44,21.75,63.19,4.6,5.7,5.9,41.36,1.426880,105.79,1.417155,100058.8,---,---,---
07/24/2020 02:49:44,21.74,62.95,4.8,5.9,6.1,42.35,1.426859,110.16,1.417121,100062.5,---,---,---
07/24/2020 02:50:44,21.73,62.90,4.7,6.1,6.2,42.13,1.426863,106.74,1.417146,100065.4,---,---,---
07/24/2020 02:51:44,21.71,62.90,4.8,6.2,6.3,42.41,1.426855,103.57,1.417170,100062.0,---,---,---
07/24/2020 02:52:44,21.73,62.93,4.8,6.3,6.4,42.91,1.426846,105.56,1.417156,100062.5,---,---,---
07/24/2020 02:53:44,21.75,62.95,4.8,6.3,6.5,43.22,1.426841,105.34,1.417158,100058.5,---,---,---
07/24/2020 02:54:44,21.74,63.02,4.8,6.4,6.5,41.69,1.426873,102.21,1.417182,100062.5,---,---,---
07/24/2020 02:55:44,21.71,62.58,4.8,6.3,6.4,40.18,1.426903,105.48,1.417155,100064.5,---,---,---
07/24/2020 02:56:44,21.69,62.92,4.7,6.1,6.2,40.31,1.426899,107.44,1.417139,100064.0,---,---,---
07/24/2020 02:57:44,21.68,62.95,4.5,5.8,6.0,39.47,1.426916,103.37,1.417169,100060.7,---,---,---
07/24/2020 02:58:45,21.67,63.01,4.2,5.4,5.6,38.92,1.426927,103.55,1.417167,100060.7,---,---,---
07/24/2020 02:59:44,21.65,62.98,4.0,5.2,5.4,38.82,1.426928,105.00,1.417155,100060.8,---,---,---
07/24/2020 03:00:44,21.64,62.92,3.8,5.0,5.2,39.64,1.426909,101.10,1.417184,100060.1,---,---,---
07/24/2020 03:01:44,21.64,63.04,3.6,4.7,4.9,38.90,1.426925,102.61,1.417173,100061.4,---,---,---
07/24/2020 03:02:44,21.66,63.10,3.4,4.4,4.6,39.20,1.426920,107.34,1.417137,100066.0,---,---,---
07/24/2020 03:03:44,21.68,62.78,3.1,4.2,4.3,39.15,1.426923,111.53,1.417106,100067.1,---,---,---
07/24/2020 03:04:44,21.66,62.84,3.0,4.0,4.2,39.78,1.426908,110.84,1.417110,100067.5,---,---,---
07/24/2020 03:05:44,21.65,62.89,2.9,3.9,4.1,40.30,1.426896,114.83,1.417079,100064.2,---,---,---
07/24/2020 03:06:44,21.63,62.92,2.8,3.7,4.1,40.52,1.426890,113.55,1.417088,100065.6,---,---,---
07/24/2020 03:07:44,21.62,62.86,2.7,3.8,4.1,39.87,1.426903,110.11,1.417114,100064.4,---,---,---
07/24/2020 03:08:44,21.60,62.81,2.8,3.8,4.1,39.55,1.426909,106.13,1.417144,100067.1,---,---,---
07/24/2020 03:09:45,21.59,62.98,2.7,3.8,4.1,39.69,1.426905,107.38,1.417133,100068.0,---,---,---
07/24/2020 03:10:44,21.58,63.04,2.8,3.8,4.0,38.72,1.426925,107.83,1.417129,100068.2,---,---,---
07/24/2020 03:11:44,21.58,63.16,2.9,4.0,4.1,39.60,1.426906,108.84,1.417122,100068.3,---,---,---
07/24/2020 03:12:44,21.60,63.10,2.9,3.9,4.1,42.10,1.426854,110.86,1.417107,100071.8,---,---,---
07/24/2020 03:13:44,21.63,62.81,3.0,4.1,4.3,43.27,1.426831,111.39,1.417104,100073.8,---,---,---
07/24/2020 03:14:44,21.62,62.89,3.1,4.1,4.3,42.95,1.426837,111.23,1.417105,100079.5,---,---,---
07/24/2020 03:15:44,21.60,63.04,3.1,4.1,4.2,43.41,1.426826,105.75,1.417147,100078.6,---,---,---
07/24/2020 03:16:44,21.58,63.04,3.0,4.0,4.2,43.12,1.426831,107.12,1.417135,100075.3,---,---,---
07/24/2020 03:17:44,21.57,63.10,3.0,4.1,4.3,41.35,1.426868,105.40,1.417147,100080.0,---,---,---
07/24/2020 03:18:44,21.56,63.27,2.9,3.9,4.1,40.78,1.426880,108.18,1.417125,100078.3,---,---,---
07/24/2020 03:19:44,21.56,63.19,2.7,3.6,3.8,40.78,1.426880,106.94,1.417135,100080.8,---,---,---
07/24/2020 03:20:45,21.55,63.16,2.6,3.5,3.8,41.74,1.426859,109.47,1.417115,100078.6,---,---,---
07/24/2020 03:21:44,21.55,63.27,2.5,3.4,3.6,41.52,1.426863,106.23,1.417140,100074.3,---,---,---
07/24/2020 03:22:44,21.57,63.16,2.4,3.2,3.4,43.06,1.426832,104.77,1.417152,100074.7,---,---,---
07/24/2020 03:23:44,21.60,63.10,2.3,3.0,3.2,43.34,1.426828,104.01,1.417160,100078.2,---,---,---
07/24/2020 03:24:44,21.59,63.19,2.2,3.1,3.2,44.73,1.426797,107.59,1.417132,100069.1,---,---,---
07/24/2020 03:25:44,21.59,63.19,2.1,2.8,2.9,44.36,1.426805,108.15,1.417127,100069.1,---,---,---
07/24/2020 03:26:44,21.62,62.98,2.0,2.8,3.0,44.46,1.426805,111.46,1.417103,100069.7,---,---,---
07/24/2020 03:27:44,21.64,62.95,1.9,2.8,2.9,42.29,1.426853,116.04,1.417069,100067.2,---,---,---
07/24/2020 03:28:44,21.64,62.95,1.9,2.9,3.0,42.91,1.426839,113.85,1.417086,100065.4,---,---,---
07/24/2020 03:29:44,21.60,63.04,2.0,2.9,3.0,42.92,1.426837,109.59,1.417117,100065.0,---,---,---
07/24/2020 03:30:44,21.58,63.21,1.9,2.9,3.1,42.89,1.426836,110.19,1.417111,100061.8,---,---,---
07/24/2020 03:31:45,21.56,63.07,2.0,2.9,2.9,42.65,1.426840,108.52,1.417123,100063.6,---,---,---
07/24/2020 03:32:44,21.59,63.01,1.9,2.8,3.0,45.30,1.426785,106.28,1.417142,100062.5,---,---,---
07/24/2020 03:33:44,21.64,62.98,1.9,2.7,2.9,45.80,1.426777,108.00,1.417131,100061.9,---,---,---
07/24/2020 03:34:44,21.65,62.89,1.8,2.8,2.9,45.01,1.426795,111.56,1.417104,100061.8,---,---,---
07/24/2020 03:35:44,21.65,63.01,2.0,3.0,3.1,44.32,1.426810,110.84,1.417110,100064.9,---,---,---
07/24/2020 03:36:44,21.66,62.95,2.0,3.0,3.2,45.36,1.426788,107.59,1.417135,100063.8,---,---,---
07/24/2020 03:37:44,21.66,62.95,2.1,3.1,3.2,43.62,1.426825,108.69,1.417127,100059.2,---,---,---
07/24/2020 03:38:44,21.64,62.92,2.1,3.1,3.2,42.29,1.426853,107.61,1.417134,100060.6,---,---,---
07/24/2020 03:39:44,21.60,63.04,2.1,3.0,3.3,41.41,1.426869,105.47,1.417149,100059.9,---,---,---
07/24/2020 03:40:44,21.58,63.36,2.1,3.0,3.3,41.86,1.426858,102.70,1.417169,100060.0,---,---,---
